id,date,block,iucr,primary_type,description,location_description,year,latitude,longitude,location
9051431,2013-03-16T19:00:00.000,007XX N RUSH ST,0810,THEFT,OVER $500,RESIDENCE,2013,41.896133693,-87.625489799,"{'latitude': '41.896133693', 'longitude': '-87.625489799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
9288398,2013-09-01T13:03:00.000,008XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,2013,41.897297288,-87.62416199,"{'latitude': '41.897297288', 'longitude': '-87.62416199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
9438791,2013-12-23T11:59:00.000,004XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,2013,41.88946287,-87.624222942,"{'latitude': '41.88946287', 'longitude': '-87.624222942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
10217842,2013-06-01T10:00:00.000,005XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,2013,41.891133566,-87.624134682,"{'latitude': '41.891133566', 'longitude': '-87.624134682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
8950875,2013-01-01T01:05:00.000,001XX E PEARSON ST,0460,BATTERY,SIMPLE,TAXICAB,2013,41.897592668,-87.623556335,"{'latitude': '41.897592668', 'longitude': '-87.623556335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
8950879,2013-01-01T01:15:00.000,001XX E PEARSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,2013,41.897596067,-87.623218373,"{'latitude': '41.897596067', 'longitude': '-87.623218373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
8950882,2013-01-01T00:50:00.000,006XX N ST CLAIR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,2013,41.893652298,-87.622725822,"{'latitude': '41.893652298', 'longitude': '-87.622725822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
8951058,2013-01-01T04:06:00.000,001XX E WALTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,2013,41.900017769,-87.623426629,"{'latitude': '41.900017769', 'longitude': '-87.623426629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
8951903,2013-01-01T21:08:00.000,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2013,41.897895128,-87.624096605,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
8952841,2013-01-02T12:15:00.000,004XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,2013,41.890455604,-87.6241128,"{'latitude': '41.890455604', 'longitude': '-87.6241128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
